Site,Alt_z,Alt_z2,Rgd_z,Rgd2_z,Available_z,Rgd_Availz,Forest_z,NDVI_z,ForestXNDVI,Altitude,Rugged,Rgd^2,Available,Rgd_Avail,Forest_Cov,NDVI
AO26,-1.019957548,1.0403134,-1.084568293,1.176288383,-1.071263068,-0.384857627,0.895683617,-1.403239251,-1.256858408,1569.48999,9.9163303,98.33360662,4681,45.7127991,15994,0.0517801
AO27,-0.711189879,0.505791044,-0.948127413,0.898945591,-0.999827841,-0.543015658,0.297735107,-1.255613953,-0.373840354,1716.729981,12.2083998,149.0450257,6029,43.7150002,8933,0.0600342
AO28,-0.361215387,0.130476555,-0.438513569,0.19229415,-0.583087023,0.858929661,-0.458740469,-0.818153664,0.375320196,1883.619995,20.7693996,431.3679597,13893,61.4239006,0,0.0844937
AO29,0.426892849,0.182237504,0.586023913,0.343424026,0.497503264,0.526447509,-0.458740469,-0.171656054,0.078745579,2259.439941,37.9805984,1442.525855,34284,57.2240982,0,0.120641
AO30,1.640930697,2.692653553,0.299923557,0.08995414,0.530624196,-0.269314699,-0.458740469,-0.137817469,0.063222451,2838.370117,33.1744003,1100.540835,34909,47.1722984,0,0.122533
AO31,1.388132816,1.926912715,0.19757807,0.039037094,0.656059791,-0.83295368,-0.458740469,-0.122829766,0.056346985,2717.820068,31.4550991,989.4232594,37276,40.0526009,0,0.123371
AO32,0.821722988,0.675228668,0.405882213,0.164740371,0.609796473,-0.349208947,-0.458740469,-0.228065619,0.104622929,2447.719971,34.9543991,1221.810016,36403,46.1631012,0,0.117487
AO34,0.622756387,0.387825518,1.141694194,1.303465632,1.030140848,0.748033824,-0.458740469,0.191697376,-0.087939344,2352.840088,47.3153,2238.737614,44335,60.0231018,0,0.140957
AO35,0.629214912,0.395911406,1.646057807,2.709506303,1.49505275,0.92886503,-0.458740469,0.446023315,-0.204608945,2355.919922,55.7881012,3112.312236,53108,62.3073006,0,0.155177
AO36,1.18660738,1.408037075,2.112829638,4.46404908,1.42144479,1.812232316,-0.286918131,0.382495486,-0.10974489,2621.719971,63.6293983,4048.700328,51719,73.4656982,2029,0.151625
AO37,0.536525991,0.287860139,1.216365232,1.479544377,0.847525276,1.248680307,-0.331630894,0.126416808,-0.041923719,2311.719971,48.5696983,2359.015593,40889,66.3470993,1501,0.137307
AO38,0.022919916,0.000525323,1.264856344,1.599861572,0.984619439,1.237604948,-0.374819357,-0.129053777,0.048371854,2066.800049,49.3843002,2438.809106,43476,66.2071991,991,0.123023
AO39,-0.52635703,0.277051723,-0.484171078,0.234421632,-0.490719368,-0.102004706,-0.458740469,-0.495376131,0.227249079,1804.869995,20.0023994,400.0959818,15636,49.2857018,0,0.102541
AO40,-0.714650041,0.51072468,-0.832471641,0.693009033,-0.905181465,-0.904820909,-0.458740469,-0.739239295,0.339118981,1715.079956,14.1513004,200.259303,7815,39.1447983,0,0.088906
AO41,-1.315555765,1.730686971,-1.149159698,1.32056801,-1.20925812,-1.033663694,-0.074701878,-0.822839557,0.06146766,1428.530029,8.8312597,77.99114789,2077,37.5172997,4535,0.0842317
AO42,0.023926453,0.000572475,0.442920145,0.196178255,0.500099945,-0.020701347,-0.458740469,-0.119664106,0.054894768,2067.280029,35.5765991,1265.694404,34333,50.3126984,0,0.123548
AO43,1.054536047,1.112046275,0.713424496,0.508974511,0.764378488,0.365867176,-0.458740469,0.669694215,-0.307215838,2558.73999,40.1208,1609.678593,39320,55.1957016,0,0.167683
AO44,-0.20173564,0.040697268,-0.785528353,0.617054793,-0.803433961,-0.245762724,-0.458740469,-0.299337691,0.137318313,1959.670044,14.9399004,223.200624,9735,47.469799,0,0.113502
AO57,0.210415787,0.044274803,-0.17523589,0.030707617,-0.096341803,-0.582574876,-0.457554904,0.408500402,-0.186911362,2156.209961,25.1921997,634.6469257,23078,43.2153015,14,0.153079
AO58,0.998545269,0.997092654,0.568659873,0.323374051,1.217207873,-0.416048865,-0.457300854,1.122741357,-0.513430581,2532.040039,37.6889,1420.453183,47865,45.3188019,17,0.193014
AO59,0.45509789,0.20711409,0.541604782,0.29333574,1.020708007,-0.347419927,-0.456792754,1.134617055,-0.51828485,2272.889893,37.2344017,1386.40067,44157,46.1856995,23,0.193678
AO60,0.544033546,0.295972499,0.152277756,0.023188515,0.630516928,-0.885931733,-0.458740469,1.095824301,-0.502698954,2315.300049,30.6940994,942.127738,36794,39.3834,0,0.191509
AO61,0.551645544,0.304312806,0.374255342,0.140067061,0.928605318,-0.572924626,-0.3240094,1.413123632,-0.45786534,2318.929932,34.4230995,1184.949779,42419,43.3372002,1591,0.20925
AO62,0.192255633,0.036962228,-0.185766217,0.034509087,0.046687631,-1.006042643,-0.458740469,1.445030627,-0.662894028,2147.550049,25.0153008,625.7652741,25777,37.8661995,0,0.211034
AP17,1.50468577,2.264079265,2.445468686,5.980317094,-0.988434241,2.117805825,-0.456454021,-0.175841165,0.080263407,2773.399902,69.2173996,4791.048407,6244,77.3255997,27,0.120407
AP18,-0.303001626,0.091809985,0.560933285,0.31464615,-0.459294227,0.606041274,-0.235261342,-0.556661171,0.130960854,1911.380005,37.5591011,1410.686075,16229,58.2294998,2639,0.0991144
AP19,-1.526182268,2.329232316,-0.999928146,0.999856298,-1.073011853,-0.059650836,2.302865375,-1.228671858,-2.829465879,1328.089966,11.3381996,128.5547702,4648,49.8207016,32611,0.0615406
AP21,-1.252749617,1.569381603,-1.229613302,1.511948872,-1.298022219,-1.547713162,3.444649791,-1.358417434,-4.679272331,1458.479981,7.4797201,55.94621277,402,31.0240002,46094,0.0542862
AP22,-1.192375847,1.421760161,-1.238898388,1.534869215,-1.265961156,-0.728050633,1.090370435,-1.335624679,-1.456325663,1487.27002,7.32374,53.63716759,1007,41.3777008,18293,0.0555606
AP23,-1.109941466,1.231970058,-1.001832999,1.003669357,-1.105814825,-1.041944393,2.388903569,-1.284618199,-3.068829001,1526.579956,11.3062,127.8301584,4029,37.4127007,33627,0.0584125
AP30,1.025764765,1.052193352,1.106775358,1.224951694,0.745989746,1.127516345,-0.437908387,-0.522060681,0.228614751,2545.02002,46.7286987,2183.571282,38973,64.816597,246,0.101049
AP31,0.078155536,0.006108288,-0.228995008,0.052438714,-0.229090499,-0.480870252,-0.458740469,-0.680061118,0.311971557,2093.139893,24.2891006,589.960408,20573,44.5,0,0.0922148
AP32,0.2593818,0.067278918,0.038300721,0.001466945,-0.010333366,-0.100334379,-0.458740469,-0.465669002,0.213621216,2179.560059,28.7793999,828.2538586,24701,49.3068008,0,0.104202
AP33,0.161743646,0.026161007,-0.141364796,0.019984005,-0.160781889,-0.822978793,-0.458740469,-0.798995159,0.366531414,2133,25.7612,663.6394254,21862,40.1786003,0,0.0855649
AP35,0.187579282,0.035185987,-0.677343362,0.458794029,-0.605821231,-0.849451967,-0.458740469,-0.967660473,0.44390502,2145.320068,16.7572994,280.8070832,13464,39.8442001,0,0.0761344
AP38,0.956520571,0.914931602,-0.435733665,0.189863826,-0.503225832,-0.74492097,-0.458740469,-0.413766479,0.189811429,2512,20.8160992,433.3099859,15400,41.1646004,0,0.107104
AP39,1.09532331,1.199733153,0.362314169,0.131271557,0.400207213,0.133340187,-0.458740469,0.06317514,-0.028980993,2578.189941,34.2224998,1171.179493,32448,52.2584991,0,0.133771
AP40,1.240165781,1.538011164,1.878851386,3.530082532,0.949749721,2.431208842,-0.457385537,-0.282382629,0.12915773,2647.26001,59.6987991,3563.946614,42818,81.2844009,16,0.11445
AP41,-0.69646864,0.485068566,-0.470967912,0.221810774,-0.653197413,0.812403727,-0.45797832,-0.640887412,0.29351254,1723.75,20.2241993,409.0182373,12570,60.8362007,9,0.0944051
AP43,-0.689611289,0.47556373,-0.391183282,0.15302436,-0.462897784,0.24450541,-0.312153743,-0.55322008,0.172689719,1727.02002,21.5645008,465.0276948,16161,53.6627007,1731,0.0993068
AP44,-0.417667708,0.174446314,-0.798529132,0.637648774,-0.879744589,-0.348987282,-0.458740469,-0.311553206,0.142922064,1856.699951,14.7215004,216.722574,8295,46.1659012,0,0.112819
AP57,-0.094430434,0.008917107,-0.969009592,0.93897959,-1.170519878,-1.302250679,-0.458740469,0.033002998,-0.015139811,2010.839966,11.8576002,140.6026825,2808,34.1245995,0,0.132084
AP58,-0.101098867,0.010220981,-0.170170098,0.028957862,-0.079542866,-0.283350816,-0.458740469,0.232833076,-0.106809955,2007.660034,25.2772999,638.9418902,23395,46.9949989,0,0.143257
AP59,0.060163309,0.003619624,0.187797782,0.035268007,0.308210512,-0.093075026,-0.458740469,0.476070261,-0.218392695,2084.560059,31.2908001,979.1141709,30712,49.3984985,0,0.156857
AP60,0.32308953,0.104386844,0.657010373,0.43166263,1.251282689,-0.398806772,-0.458740469,0.941458114,-0.431884937,2209.939941,39.1730995,1534.531724,48508,45.5365982,0,0.182878
AP61,-0.159060994,0.0253004,-0.650532155,0.423192084,-0.705131035,-0.80333765,-0.458740469,0.576173094,-0.264313916,1980.02002,17.2077007,296.1049634,11590,40.4267006,0,0.162454
AP62,-0.066833359,0.004466698,-0.756467136,0.572242528,-0.880592485,-1.26797185,-0.458740469,1.081623542,-0.496184491,2024,15.4280996,238.0262573,8279,34.5575981,0,0.190715
AQ20,-0.87612187,0.76758953,-0.415208572,0.172398158,-1.030087125,-0.424899735,-0.458740469,-1.187096184,0.544569061,1638.079956,21.1609001,447.783693,5458,45.2070007,0,0.0638652
AQ21,-0.785613692,0.617188874,-0.75839577,0.575164143,-1.126270312,-0.776920043,-0.378545421,-1.170461265,0.443072752,1681.23999,15.3957005,237.0275939,3643,40.7603989,947,0.0647953
AQ22,-0.307237681,0.094394993,-0.267074664,0.071328876,-0.459400214,0.630915387,0.250143114,-0.898547131,-0.224765377,1909.359985,23.6494007,559.2941535,16227,58.5437012,8371,0.0799987
AQ23,-0.733921686,0.53864104,-0.520792318,0.271224639,-0.668459538,-0.383345538,-0.458740469,-1.197136872,0.549175131,1705.890015,19.3871994,375.8635006,12282,45.7318993,0,0.0633038
AQ24,-0.772045926,0.596054912,-0.901648451,0.812969929,-1.007405911,-0.735159895,0.857237416,-1.245444493,-1.067641619,1687.709961,12.9891996,168.7193062,5886,41.287899,15540,0.0606028
AQ29,-0.189468026,0.035898133,-0.721143592,0.52004808,-0.715199798,-0.656500195,-0.458740469,-1.079513808,0.495216671,1965.52002,16.0214996,256.6884494,11400,42.2815018,0,0.0698804
AQ31,-1.203091674,1.447429577,-0.957794677,0.917370642,-1.0685604,-1.134537231,-0.144904302,-0.976050368,0.141433897,1482.160034,12.0459995,145.106104,4732,36.2430992,3706,0.0756653
AQ32,-1.104468231,1.219850073,-0.944484332,0.892050653,-1.059074565,-0.589177387,-0.347297297,-0.95229003,0.330727753,1529.189941,12.2695999,150.5430817,4911,43.1319008,1316,0.0769938
AQ33,-1.095450871,1.20001261,-1.231179467,1.51580288,-1.272267382,-0.64732499,0.160717589,-1.106405825,-0.177818877,1533.48999,7.4534101,55.55332212,888,42.3973999,7315,0.0683768
AQ34,-0.356161456,0.126850983,-0.361895891,0.130968636,-0.424636483,0.379729041,-0.454929723,-0.983445851,0.447398748,1886.030029,22.0564995,486.4891702,16883,55.3708,45,0.0752518
AQ35,0.047790485,0.00228393,-0.455086014,0.20710328,-0.586319626,0.623172843,-0.458740469,-0.903748115,0.414585834,2078.659912,20.4909992,419.8810482,13832,58.4459,0,0.0797079
AQ36,-0.100595599,0.010119475,-0.811315659,0.658233099,-0.884990945,0.840958852,-0.458740469,-0.952504651,0.43695243,2007.900024,14.5066996,210.4443333,8196,61.1968994,0,0.0769818
AQ38,0.550471592,0.303018974,-0.130495097,0.01702897,-0.226599805,-0.30141645,-0.458740469,-0.481050177,0.220677184,2318.370117,25.9438,673.0807584,20620,46.7667999,0,0.103342
AQ39,1.040590958,1.082829542,-0.043180302,0.001864538,-0.07201779,-0.51826054,-0.458740469,-0.348485911,0.15986459,2552.090088,27.4106007,751.3410307,23537,44.0276985,0,0.110754
AQ41,1.092513608,1.193585984,1.437098881,2.065253193,0.986739178,1.413702382,-0.458740469,-0.01382016,0.006339867,2576.850098,52.2778015,2732.96853,43516,68.4316025,0,0.129466
AQ42,-0.414312244,0.171654636,-0.7403233,0.548078589,-0.897391422,-0.353072366,-0.458740469,-0.571766916,0.262292623,1858.300049,15.6992998,246.4680142,7962,46.1142998,0,0.0982698
AQ43,-0.663209668,0.439847064,-0.830656086,0.689989533,-0.852611922,0.007980609,-0.458740469,-0.839553171,0.385137016,1739.609985,14.1817999,201.1234484,8807,50.6749992,0,0.0832972
AQ44,-0.483011188,0.233299808,-0.909256043,0.826746552,-0.978524458,-0.208119057,-0.458740469,-0.611135569,0.280352618,1825.540039,12.8613997,165.4156022,6431,47.9453011,0,0.0960686
AQ46,-0.860394094,0.740277997,-1.226541094,1.504403055,-1.189809509,-1.102973635,-0.458740469,-0.407345733,0.186865973,1645.579956,7.5313301,56.72093308,2444,36.6417999,0,0.107463
AQ58,-0.510587273,0.260699363,-0.914155104,0.835679555,-1.071845996,-1.070270007,-0.458740469,-0.242409459,0.111203029,1812.390015,12.7791004,163.305407,4670,37.0549011,0,0.116685
AQ59,-0.276453069,0.076426299,-0.924483104,0.85466901,-1.173381526,-0.999550964,-0.458740469,-0.304005699,0.139459717,1924.040039,12.6056004,158.9011614,2754,37.9482002,0,0.113241
AQ60,-0.39382441,0.155097666,-0.947425002,0.897614134,-1.113604868,-1.216046548,-0.458740469,0.014366737,-0.006590604,1868.069946,12.2201996,149.3332783,3882,35.213501,0,0.131042
AR23,-0.830951616,0.690480589,1.838843038,3.381343717,-0.771319906,1.25917765,-0.458740469,-0.999892977,0.458691374,1659.619995,59.0266991,3484.151207,10341,66.4796982,0,0.0743322
AR25,0.129910772,0.016876809,0.73395538,0.5386905,-0.361097287,0.382420721,-0.366943814,-1.060090604,0.388993689,2117.820068,40.4656982,1637.472731,18082,55.4048004,1084,0.0709664
AR27,-0.280353527,0.0785981,-0.942281837,0.88789506,-1.021290205,-0.687755154,-0.458740469,-1.067822327,0.489853315,1922.180054,12.3065996,151.4523937,5624,41.8866997,0,0.0705341
AR28,-0.283373393,0.08030048,-0.810446518,0.656823559,-0.910268841,-0.693811364,-0.458740469,-1.075723958,0.493478113,1920.73999,14.5213003,210.8681624,7719,41.8101997,0,0.0700923
AR29,-0.177494028,0.03150413,-0.448496298,0.201148929,-0.506511428,-0.65316738,-0.458740469,-0.971977933,0.445885613,1971.229981,20.6016998,424.4300346,15338,42.3236008,0,0.075893
AR30,0.100342349,0.010068587,1.168243349,1.364792523,0.444403785,1.844737839,-0.458740469,-0.984549361,0.451652636,2103.719971,47.7612991,2281.141692,33282,73.876297,0,0.0751901
AR33,-1.11591797,1.245272915,-0.588052299,0.345805507,-0.669731382,0.519900564,0.324156284,-0.935689092,-0.303309499,1523.729981,18.2572994,333.3289814,12258,57.1413994,9245,0.077922
AR34,-0.617641101,0.381480529,-0.564800895,0.319000051,-0.68456956,0.585276106,-0.340946052,-0.793255835,0.270457445,1761.339966,18.6478996,347.7441595,11978,57.9672012,1391,0.0858858
AR35,-0.117938134,0.013909403,0.090125236,0.008122558,-0.237834426,1.180122642,-0.369653678,-0.580138925,0.214450487,1999.630005,29.6499996,879.1224763,20408,65.481102,1052,0.0978017
AR37,0.199029021,0.039612551,0.115852937,0.013421903,-0.133384254,0.487125963,-0.415043906,-0.475988697,0.197556208,2150.780029,30.0821991,904.9387027,22379,56.7274017,516,0.103625
AR38,-0.120475466,0.014514338,1.072636546,1.150549159,0.524794912,1.472079194,-0.458740469,-0.34222613,0.156992976,1998.420044,46.155201,2130.302579,34799,69.1689987,0,0.111104
AR39,0.564835987,0.319039692,0.120466386,0.01451215,-0.055271847,0.05734077,-0.458740469,-0.215635484,0.098920723,2325.219971,30.1597004,909.6075282,23853,51.2985001,0,0.118182
AR40,1.163833848,1.354509226,-0.374634678,0.140351142,-0.353307244,-0.647578361,-0.458740469,-0.252675499,0.115912477,2610.860107,21.8425007,477.0948368,18229,42.3941994,0,0.116111
AR41,2.002983886,4.011944446,1.305507559,1.704349986,0.788172565,1.475823935,-0.458740469,-0.327578244,0.150273397,3011.02002,50.0671997,2506.724486,39769,69.216301,0,0.111923
AR42,1.801815295,3.246538356,2.421782994,5.865032868,1.176349891,2.853172381,-0.458740469,-0.26417561,0.121188043,2915.090088,68.8195038,4736.124103,47094,86.614502,0,0.115468
AR43,1.139549999,1.2985742,0.765897894,0.586599585,0.173236089,2.159502861,-0.458740469,-0.135349327,0.062090214,2599.280029,41.0023003,1681.18863,28165,77.8523026,0,0.122671
AR44,0.615479731,0.3788153,-0.504582973,0.254603976,-0.526330994,-0.517064941,-0.458740469,0.093508248,-0.042896017,2349.370117,19.6595001,386.4959442,14964,44.0428009,0,0.135467
AR45,0.467869029,0.218901428,-0.381801857,0.145772658,-0.391939499,-0.426467391,-0.458740469,0.024793743,-0.011373893,2278.979981,21.7220993,471.849598,17500,45.1871986,0,0.131625
AR46,0.043156116,0.00186245,-0.760473317,0.578319665,-0.929399491,-0.680361116,-0.458740469,-0.25194221,0.115576088,2076.449951,15.3607998,235.9541705,7358,41.9800987,0,0.116152
AR47,0.056241605,0.003163118,0.094060061,0.008847295,-0.002225362,0.495683594,-0.458740469,0.131120586,-0.060150319,2082.689941,29.7161007,883.0466408,24854,56.8354988,0,0.13757
AR48,-0.59098759,0.349266331,-0.157693137,0.024867125,-0.338734034,0.76185613,-0.458740469,0.019624953,-0.00900276,1774.050049,25.4869003,649.5820869,18504,60.1977005,0,0.131336
AR50,-1.256587102,1.579011145,-0.912750282,0.833113078,-0.854943635,-0.419571941,-0.429270694,-0.650725998,0.279337601,1456.650024,12.8027,163.9091273,8763,45.2742996,348,0.093855
AR51,-1.428586096,2.040858235,-1.185708899,1.405905592,-1.169936949,0.445539759,-0.458740469,0.098838004,-0.045340992,1374.630005,8.2172699,67.52352461,2819,56.2020988,0,0.135765
AR58,-0.589435803,0.347434566,-0.482998329,0.233287386,-0.585577717,-0.45028059,-0.458740469,-0.454955835,0.208706653,1774.790039,20.0221004,400.8845044,13846,44.8863983,0,0.104801
AR59,-0.459272845,0.210931546,-0.947073767,0.896948719,-0.995270401,-0.956326132,-0.458740469,-0.207050642,0.094982509,1836.859985,12.2261,149.4775212,6115,38.4942017,0,0.118662
AS28,-0.929889922,0.864695268,0.978892693,0.958230905,0.259297519,1.643861726,-0.458740469,-0.599134676,0.274847322,1612.439941,44.5803986,1987.411939,29789,71.3388977,0,0.0967396
AS29,-1.180380859,1.393298972,0.426288203,0.181721632,0.184523703,0.658702536,-0.458740469,-0.52993012,0.243100392,1492.98999,35.2971992,1245.892271,28378,58.8946991,0,0.100609
AS30,-0.764161047,0.583942106,0.618496203,0.382537553,0.364595587,0.696932064,-0.458740469,-0.725165519,0.332662771,1691.469971,38.5261002,1484.260397,31776,59.3776016,0,0.0896929
AS31,-1.022264237,1.045024171,-0.065598329,0.004303141,-0.305666095,0.613585713,1.213161165,-0.987310819,-1.197767143,1568.390015,27.0340004,730.8371776,19128,58.3247986,19743,0.0750357
AS32,-0.169923757,0.028874083,0.654057892,0.427791727,0.4157873,0.807938733,0.243622503,-0.631580013,-0.153867103,1974.839966,39.1235008,1530.648315,32742,60.7798004,8294,0.0949255
AS33,0.501232699,0.251234218,0.548480051,0.300830367,0.477365737,0.214968498,-0.458740469,-0.336556558,0.154392113,2294.889893,37.3498993,1395.014978,33904,53.2896004,0,0.111421
AS34,-0.483766091,0.234029631,-0.976932716,0.954397531,-1.032683806,-0.83888335,-0.458740469,-0.798680382,0.366387013,1825.180054,11.7244997,137.4638932,5409,39.9776993,0,0.0855825
AS36,-1.326124912,1.758607283,-0.969170304,0.939291079,-1.065274803,-0.408235357,1.772663474,-1.023404713,-1.814152154,1423.48999,11.8549004,140.5386635,4794,45.4174995,26350,0.0730176
AS37,-1.579048483,2.49339411,-1.010131144,1.020364929,-1.065751745,0.530936364,2.366631871,-0.928805122,-2.198139803,1302.880005,11.1667995,124.6974111,4785,57.2807999,33364,0.0783069
AS40,0.378681994,0.143400053,1.388911375,1.929074809,0.765332371,1.70001465,0.464391766,-0.020652264,-0.009590741,2236.449951,51.4682999,2648.985895,39338,72.0482025,10901,0.129084
AS41,1.112602872,1.23788515,1.094953406,1.198922962,0.893629614,0.64039953,-0.458740469,0.078556315,-0.036036961,2586.429932,46.5301018,2165.050374,41759,58.6635017,0,0.134631
AS42,1.141269712,1.302496556,0.98355371,0.967377901,0.575244716,1.119845676,-0.458740469,-0.242874471,0.111416349,2600.100098,44.658699,1994.399396,35751,64.7197037,0,0.116659
